profile,evc_mean,bc_mean,evc_sd,bc_sd
Administrator,0.06669604938271605,1391.1968385185185,0.15261802158230703,6560.075275114856
Researcher,0.05369137931034483,732.88191,0.13072446118630623,2453.517097764662
Teacher,0.0352225,531.61632805,0.09117477887146921,3805.0940138869996
Other,0.023357590361445784,142.32817469879518,0.04189648406548767,431.9647957798335
NA,0.004959285714285714,25.14029375,0.004565118680979561,89.72303226875668
